Thread ID: 214780
Total: 6.709303

 %self     total     self     wait    child    calls  name
  0.01      0.00     0.00     0.00     0.00      100  Module#instance_methods
  0.01      0.00     0.00     0.00     0.00      100  ActiveRecord::ConnectionAdapters::SQLiteAdapter#requires_reloading?
  0.01      0.00     0.00     0.00     0.00      100  Array#sort
  0.01      0.00     0.00     0.00     0.00      100  <Module::SQLite3::Driver::Native::API>#sqlite3_busy_timeout
  0.00      0.00     0.00     0.00     0.00      100  <Class::Digest::Base>#allocate
  0.00      0.00     0.00     0.00     0.00      100  String#to_i
  0.00      0.00     0.00     0.00     0.00      100  <Object::Object>#[]
  0.00      0.00     0.00     0.00     0.00      100  Digest::Base#finish
  0.00      0.00     0.00     0.00     0.00      100  Time#to_i
  0.00      0.00     0.00     0.00     0.00      100  String#=~
  0.00      0.00     0.00     0.00     0.00      100  Hash#merge!
  0.00      0.00     0.00     0.00     0.00      100  TrueClass#to_s
  0.00      0.00     0.00     0.00     0.00      100  String#chop
  0.00      0.00     0.00     0.00     0.00      100  Bignum#<=>
  0.00      0.00     0.00     0.00     0.00      100  Module#<
  0.00      0.00     0.00     0.00     0.00      101  Float#coerce
  0.00      0.00     0.00     0.00     0.00      100  StringIO#binmode
  0.00      0.00     0.00     0.00     0.00      100  String#initialize_copy
  0.00      0.00     0.00     0.00     0.00      100  Kernel#freeze
  0.00      0.00     0.00     0.00     0.00      100  Array#delete_at
  0.00      0.00     0.00     0.00     0.00      100  Float#<=>
  0.00      0.00     0.00     0.00     0.00      100  Float#floor
  0.00      0.00     0.00     0.00     0.00      100  FalseClass#^
  0.00      0.00     0.00     0.00     0.00      100  Fixnum#%
  0.00      0.00     0.00     0.00     0.00      100  StringIO#string
  0.00      0.00     0.00     0.00     0.00      100  StringIO#sync=
  0.00      0.00     0.00     0.00     0.00      100  StringIO#flush
  0.00      0.00     0.00     0.00     0.00      100  <Class::String>#allocate
  0.00      0.00     0.00     0.00     0.00      100  Module#initialize
  0.00      0.00     0.00     0.00     0.00      100  NilClass#to_i
  0.00      0.00     0.00     0.00     0.00      100  Fixnum#zero?
  0.00      0.00     0.00     0.00     0.00      100  Array#to_ary
  0.00      6.71     0.00     0.00     6.71        1  <Module::Benchmark>#measure
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      6.71     0.00     0.00     6.71        1  ActionController::RequestProfiler#benchmark
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  WidgetsController#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.06     0.00     0.00     0.06        1  WidgetsController#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  WidgetsController#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.06     0.00     0.00     0.06        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  WidgetsController#index
  0.00      0.00     0.00     0.00     0.00        2  ActionController::Integration::Runner#method_missing
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  WidgetsController#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  WidgetsController#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  WidgetsController#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  WidgetsController#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  WidgetsController#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      0.02     0.00     0.00     0.02        1  Unknown#index
  0.00      6.71     0.00     0.00     6.71        1  ActionController::RequestProfiler::Sandbox#benchmark
  0.00      0.00     0.00     0.00     0.00        2  Kernel#puts
  0.00      6.71     0.00     0.00     6.71        1  <Module::Benchmark>#realtime
  0.00      0.00     0.00     0.00     0.00        1  Integer#to_i
  0.00      6.71     0.00     0.00     6.71        0  ActionController::RequestProfiler#profile


